0x00020000; UL; FileMetaInformationGroupLength; File Meta Information Group Length
0x00400294; DS; Quantity; Quantity
0x00400295; SQ; MeasuringUnitsSequence; Measuring Units Sequence
0x00400296; SQ; BillingItemSequence; Billing Item Sequence
0x00400300; US; TotalTimeOfFluoroscopy; Total Time of Fluoroscopy
0x00400301; US; TotalNumberOfExposures; Total Number of Exposures
0x00400302; US; EntranceDose; Entrance Dose
0x00400303; US; ExposedArea; Exposed Area
0x00400306; DS; DistanceSourceToEntrance; Distance Source to Entrance
0x0040030E; SQ; ExposureDoseSequence; Exposure Dose Sequence
0x00400310; ST; CommentsOnRadiationDose; Comments on Radiation Dose
0x00400312; DS; XRayOutput; X-Ray Output
0x00400314; DS; HalfValueLayer; Half Value Layer
0x00400316; DS; OrganDose; Organ Dose
0x00400318; CS; OrganExposed; Organ Exposed
0x00400320; SQ; BillingProcedureStepSequence; Billing Procedure Step Sequence
0x00400321; SQ; FilmConsumptionSequence; Film Consumption Sequence
0x00400324; SQ; BillingSuppliesAndDevicesSequence; Billing Supplies and Devices Sequence
0x00400340; SQ; PerformedSeriesSequence; Performed Series Sequence
0x00400400; LT; CommentsOnTheScheduledProcedureStep; Comments on the Scheduled Procedure Step
0x00400440; SQ; ProtocolContextSequence; Protocol Context Sequence
0x00400441; SQ; ContentItemModifierSequence; Content Item Modifier Sequence
0x00400500; SQ; ScheduledSpecimenSequence; Scheduled Specimen Sequence
0x00400512; LO; ContainerIdentifier; Container Identifier
0x00400513; SQ; IssuerOfTheContainerIdentifierSequence; Issuer of the Container Identifier Sequence
0x00400515; SQ; AlternateContainerIdentifierSequence; Alternate Container Identifier Sequence
0x00400518; SQ; ContainerTypeCodeSequence; Container Type Code Sequence
0x0040051A; LO; ContainerDescription; Container Description
0x00400520; SQ; ContainerComponentSequence; Container Component Sequence
0x00400551; LO; SpecimenIdentifier; Specimen Identifier
0x00400554; UI; SpecimenUID; Specimen UID
0x00400555; SQ; AcquisitionContextSequence; Acquisition Context Sequence
0x00400556; ST; AcquisitionContextDescription; Acquisition Context Description
0x00400560; SQ; SpecimenDescriptionSequence; Specimen Description Sequence
0x00400562; SQ; IssuerOfTheSpecimenIdentifierSequence; Issuer of the Specimen Identifier Sequence
0x0040059A; SQ; SpecimenTypeCodeSequence; Specimen Type Code Sequence
0x00400600; LO; SpecimenShortDescription; Specimen Short Description
0x00400602; UT; SpecimenDetailedDescription; Specimen Detailed Description
0x00400610; SQ; SpecimenPreparationSequence; Specimen Preparation Sequence
0x00400612; SQ; SpecimenPreparationStepContentItemSequence; Specimen Preparation Step Content Item Sequence
0x00400620; SQ; SpecimenLocalizationContentItemSequence; Specimen Localization Content Item Sequence
0x0040071A; SQ; ImageCenterPointCoordinatesSequence; Image Center Point Coordinates Sequence
0x0040072A; DS; XOffsetInSlideCoordinateSystem; X Offset in Slide Coordinate System
0x0040073A; DS; YOffsetInSlideCoordinateSystem; Y Offset in Slide Coordinate System
0x0040074A; DS; ZOffsetInSlideCoordinateSystem; Z Offset in Slide Coordinate System
0x004008EA; SQ; MeasurementUnitsCodeSequence; Measurement Units Code Sequence
0x00401001; SH; RequestedProcedureID; Requested Procedure ID
0x00401002; LO; ReasonForTheRequestedProcedure; Reason for the Requested Procedure
0x00401003; SH; RequestedProcedurePriority; Requested Procedure Priority
0x00401004; LO; PatientTransportArrangements; Patient Transport Arrangements
0x00401005; LO; RequestedProcedureLocation; Requested Procedure Location
0x00401008; LO; ConfidentialityCode; Confidentiality Code
0x00401009; SH; ReportingPriority; Reporting Priority
0x0040100A; SQ; ReasonForRequestedProcedureCodeSequence; Reason for Requested Procedure Code Sequence
0x00401010; PN; NamesOfIntendedRecipientsOfResults; Names of Intended Recipients of Results
0x00401011; SQ; IntendedRecipientsOfResultsIdentificationSequence; Intended Recipients of Results Identification Sequence
0x00401012; SQ; ReasonForPerformedProcedureCodeSequence; Reason For Performed Procedure Code Sequence
0x00401101; SQ; PersonIdentificationCodeSequence; Person Identification Code Sequence
0x00401102; ST; PersonAddress; Person's Address
0x00401103; LO; PersonTelephoneNumbers; Person's Telephone Numbers
0x00401104; LT; PersonTelecomInformation; Person's Telecom Information
0x00401400; LT; RequestedProcedureComments; Requested Procedure Comments
0x00402004; DA; IssueDateOfImagingServiceRequest; Issue Date of Imaging Service Request
0x00402005; TM; IssueTimeOfImagingServiceRequest; Issue Time of Imaging Service Request
0x00402008; PN; OrderEnteredBy; Order Entered By
0x00402009; SH; OrderEntererLocation; Order Enterer's Location
0x00402010; SH; OrderCallbackPhoneNumber; Order Callback Phone Number
0x00402011; LT; OrderCallbackTelecomInformation; Order Callback Telecom Information
0x00402016; LO; PlacerOrderNumberImagingServiceRequest; Placer Order Number / Imaging Service Request
0x00402017; LO; FillerOrderNumberImagingServiceRequest; Filler Order Number / Imaging Service Request
0x00402400; LT; ImagingServiceRequestComments; Imaging Service Request Comments
0x00403001; LO; ConfidentialityConstraintOnPatientDataDescription; Confidentiality Constraint on Patient Data Description
0x00404005; DT; ScheduledProcedureStepStartDateTime; Scheduled Procedure Step Start DateTime
0x00404007; SQ; PerformedProcessingApplicationsCodeSequence; Performed Processing Applications Code Sequence
0x00404009; SQ; HumanPerformerCodeSequence; Human Performer Code Sequence
0x00404010; DT; ScheduledProcedureStepModificationDateTime; Scheduled Procedure Step Modification DateTime
0x00404011; DT; ExpectedCompletionDateTime; Expected Completion DateTime
0x00404018; SQ; ScheduledWorkitemCodeSequence; Scheduled Workitem Code Sequence
0x00404019; SQ; PerformedWorkitemCodeSequence; Performed Workitem Code Sequence
0x00404020; CS; InputAvailabilityFlag; Input Availability Flag
0x00404021; SQ; InputInformationSequence; Input Information Sequence
0x00404025; SQ; ScheduledStationNameCodeSequence; Scheduled Station Name Code Sequence
0x00404026; SQ; ScheduledStationClassCodeSequence; Scheduled Station Class Code Sequence
0x00404027; SQ; ScheduledStationGeographicLocationCodeSequence; Scheduled Station Geographic Location Code Sequence
0x00404028; SQ; PerformedStationNameCodeSequence; Performed Station Name Code Sequence
0x00404029; SQ; PerformedStationClassCodeSequence; Performed Station Class Code Sequence
0x00404030; SQ; PerformedStationGeographicLocationCodeSequence; Performed Station Geographic Location Code Sequence
0x00404033; SQ; OutputInformationSequence; Output Information Sequence
0x00404034; SQ; ScheduledHumanPerformersSequence; Scheduled Human Performers Sequence
0x00404035; SQ; ActualHumanPerformersSequence; Actual Human Performers Sequence
0x00404036; LO; HumanPerformerOrganization; Human Performer's Organization
0x00404037; PN; HumanPerformerName; Human Performer's Name
0x00404040; CS; RawDataHandling; Raw Data Handling
0x00404041; CS; InputReadinessState; Input Readiness State
0x00404050; DT; PerformedProcedureStepStartDateTime; Performed Procedure Step Start DateTime
0x00404051; DT; PerformedProcedureStepEndDateTime; Performed Procedure Step End DateTime
0x00404052; DT; ProcedureStepCancellationDateTime; Procedure Step Cancellation DateTime
0x00404070; SQ; OutputDestinationSequence; Output Destination Sequence
0x00404071; SQ; DICOMStorageSequence; DICOM Storage Sequence
0x00404072; SQ; STOWRSStorageSequence; STOW-RS Storage Sequence
0x00404073; UR; StorageURL; Storage URL
0x00404074; SQ; XDSStorageSequence; XDS Storage Sequence
0x00408302; DS; EntranceDoseInmGy; Entrance Dose in mGy
0x00409092; SQ; ParametricMapFrameTypeSequence; Parametric Map Frame Type Sequence
0x00409094; SQ; ReferencedImageRealWorldValueMappingSequence; Referenced Image Real World Value Mapping Sequence
0x00409096; SQ; RealWorldValueMappingSequence; Real World Value Mapping Sequence
0x00409098; SQ; PixelValueMappingCodeSequence; Pixel Value Mapping Code Sequence
0x00409210; SH; LUTLabel; LUT Label
0x00409211; US; RealWorldValueLastValueMapped; Real World Value Last Value Mapped
0x00409212; FD; RealWorldValueLUTData; Real World Value LUT Data
0x00409213; FD; DoubleFloatRealWorldValueLastValueMapped; Double Float Real World Value Last Value Mapped
0x00409214; FD; DoubleFloatRealWorldValueFirstValueMapped; Double Float Real World Value First Value Mapped
0x00409216; US; RealWorldValueFirstValueMapped; Real World Value First Value Mapped
0x00409220; SQ; QuantityDefinitionSequence; Quantity Definition Sequence
0x00409224; FD; RealWorldValueIntercept; Real World Value Intercept
0x00409225; FD; RealWorldValueSlope; Real World Value Slope
0x0040A010; CS; RelationshipType; Relationship Type
0x0040A027; LO; VerifyingOrganization; Verifying Organization
0x0040A030; DT; VerificationDateTime; Verification DateTime
0x0040A032; DT; ObservationDateTime; Observation DateTime
0x0040A040; CS; ValueType; Value Type
0x0040A043; SQ; ConceptNameCodeSequence; Concept Name Code Sequence
0x0040A050; CS; ContinuityOfContent; Continuity Of Content
0x0040A073; SQ; VerifyingObserverSequence; Verifying Observer Sequence
0x0040A075; PN; VerifyingObserverName; Verifying Observer Name
0x0040A078; SQ; AuthorObserverSequence; Author Observer Sequence
0x0040A07A; SQ; ParticipantSequence; Participant Sequence
0x0040A07C; SQ; CustodialOrganizationSequence; Custodial Organization Sequence
0x0040A080; CS; ParticipationType; Participation Type
0x0040A082; DT; ParticipationDateTime; Participation DateTime
0x0040A084; CS; ObserverType; Observer Type
0x0040A088; SQ; VerifyingObserverIdentificationCodeSequence; Verifying Observer Identification Code Sequence
0x0040A0B0; US; ReferencedWaveformChannels; Referenced Waveform Channels
0x0040A120; DT; DateTime; DateTime
0x0040A121; DA; Date; Date
0x0040A122; TM; Time; Time
0x0040A123; PN; PersonName; Person Name
0x0040A124; UI; UID; UID
0x0040A130; CS; TemporalRangeType; Temporal Range Type
0x0040A132; UL; ReferencedSamplePositions; Referenced Sample Positions
0x0040A136; US; ReferencedFrameNumbers; Referenced Frame Numbers
0x0040A138; DS; ReferencedTimeOffsets; Referenced Time Offsets
0x0040A13A; DT; ReferencedDateTime; Referenced DateTime
0x0040A160; UT; TextValue; Text Value
0x0040A161; FD; FloatingPointValue; Floating Point Value
0x0040A162; SL; RationalNumeratorValue; Rational Numerator Value
0x0040A163; UL; RationalDenominatorValue; Rational Denominator Value
0x0040A168; SQ; ConceptCodeSequence; Concept Code Sequence
0x0040A170; SQ; PurposeOfReferenceCodeSequence; Purpose of Reference Code Sequence
0x0040A171; UI; ObservationUID; Observation UID
0x0040A180; US; AnnotationGroupNumber; Annotation Group Number
0x0040A195; SQ; ModifierCodeSequence; Modifier Code Sequence
0x0040A300; SQ; MeasuredValueSequence; Measured Value Sequence
0x0040A301; SQ; NumericValueQualifierCodeSequence; Numeric Value Qualifier Code Sequence
0x0040A30A; DS; NumericValue; Numeric Value
0x0040A360; SQ; PredecessorDocumentsSequence; Predecessor Documents Sequence
0x0040A370; SQ; ReferencedRequestSequence; Referenced Request Sequence
0x0040A372; SQ; PerformedProcedureCodeSequence; Performed Procedure Code Sequence
0x0040A375; SQ; CurrentRequestedProcedureEvidenceSequence; Current Requested Procedure Evidence Sequence
0x0040A385; SQ; PertinentOtherEvidenceSequence; Pertinent Other Evidence Sequence
0x0040A390; SQ; HL7StructuredDocumentReferenceSequence; HL7 Structured Document Reference Sequence
0x0040A491; CS; CompletionFlag; Completion Flag
0x0040A492; LO; CompletionFlagDescription; Completion Flag Description
0x0040A493; CS; VerificationFlag; Verification Flag
0x0040A494; CS; ArchiveRequested; Archive Requested
0x0040A496; CS; PreliminaryFlag; Preliminary Flag
0x0040A504; SQ; ContentTemplateSequence; Content Template Sequence
0x0040A525; SQ; IdenticalDocumentsSequence; Identical Documents Sequence
0x0040A730; SQ; ContentSequence; Content Sequence
0x0040B020; SQ; WaveformAnnotationSequence; Waveform Annotation Sequence
0x0040DB00; CS; TemplateIdentifier; Template Identifier
0x0040DB73; UL; ReferencedContentItemIdentifier; Referenced Content Item Identifier
0x0040E001; ST; HL7InstanceIdentifier; HL7 Instance Identifier
0x0040E004; DT; HL7DocumentEffectiveTime; HL7 Document Effective Time
0x0040E006; SQ; HL7DocumentTypeCodeSequence; HL7 Document Type Code Sequence
0x0040E008; SQ; DocumentClassCodeSequence; Document Class Code Sequence
0x0040E010; UR; RetrieveURI; Retrieve URI
0x0040E011; UI; RetrieveLocationUID; Retrieve Location UID
0x0040E020; CS; TypeOfInstances; Type of Instances
0x0040E021; SQ; DICOMRetrievalSequence; DICOM Retrieval Sequence
0x0040E022; SQ; DICOMMediaRetrievalSequence; DICOM Media Retrieval Sequence
0x0040E023; SQ; WADORetrievalSequence; WADO Retrieval Sequence
0x0040E024; SQ; XDSRetrievalSequence; XDS Retrieval Sequence
0x0040E025; SQ; WADORSRetrievalSequence; WADO-RS Retrieval Sequence
0x0040E030; UI; RepositoryUniqueID; Repository Unique ID
0x0040E031; UI; HomeCommunityID; Home Community ID
0x00420010; ST; DocumentTitle; Document Title
0x00420011; OB; EncapsulatedDocument; Encapsulated Document
0x00420012; LO; MIMETypeOfEncapsulatedDocument; MIME Type of Encapsulated Document
0x00420013; SQ; SourceInstanceSequence; Source Instance Sequence
0x00420014; LO; ListOfMIMETypes; List of MIME Types
0x00440001; ST; ProductPackageIdentifier; Product Package Identifier
0x00440002; CS; SubstanceAdministrationApproval; Substance Administration Approval
0x00440003; LT; ApprovalStatusFurtherDescription; Approval Status Further Description
0x00440004; DT; ApprovalStatusDateTime; Approval Status DateTime
0x00440007; SQ; ProductTypeCodeSequence; Product Type Code Sequence
0x00440008; LO; ProductName; Product Name
0x00440009; LT; ProductDescription; Product Description
0x0044000A; LO; ProductLotIdentifier; Product Lot Identifier
0x0044000B; DT; ProductExpirationDateTime; Product Expiration DateTime
0x00440010; DT; SubstanceAdministrationDateTime; Substance Administration DateTime
0x00440011; LO; SubstanceAdministrationNotes; Substance Administration Notes
0x00440012; LO; SubstanceAdministrationDeviceID; Substance Administration Device ID
0x00440013; SQ; ProductParameterSequence; Product Parameter Sequence
0x00440019; SQ; SubstanceAdministrationParameterSequence; Substance Administration Parameter Sequence
0x00460012; LO; LensDescription; Lens Description
0x00460014; SQ; RightLensSequence; Right Lens Sequence
0x00460015; SQ; LeftLensSequence; Left Lens Sequence
0x00460016; SQ; UnspecifiedLateralityLensSequence; Unspecified Laterality Lens Sequence
0x00460018; SQ; CylinderSequence; Cylinder Sequence
0x00460028; SQ; PrismSequence; Prism Sequence
0x00460030; FD; HorizontalPrismPower; Horizontal Prism Power
0x00460032; CS; HorizontalPrismBase; Horizontal Prism Base
0x00460034; FD; VerticalPrismPower; Vertical Prism Power
0x00460036; CS; VerticalPrismBase; Vertical Prism Base
0x00460038; CS; LensSegmentType; Lens Segment Type
0x00460040; FD; OpticalTransmittance; Optical Transmittance
0x00460042; FD; ChannelWidth; Channel Width
0x00460044; FD; PupilSize; Pupil Size
0x00460046; FD; CornealSize; Corneal Size
0x00460050; SQ; AutorefractionRightEyeSequence; Autorefraction Right Eye Sequence
0x00460052; SQ; AutorefractionLeftEyeSequence; Autorefraction Left Eye Sequence
0x00460060; FD; DistancePupillaryDistance; Distance Pupillary Distance
0x00460062; FD; NearPupillaryDistance; Near Pupillary Distance
0x00460063; FD; IntermediatePupillaryDistance; Intermediate Pupillary Distance
0x00460064; FD; OtherPupillaryDistance; Other Pupillary Distance
0x00460070; SQ; KeratometryRightEyeSequence; Keratometry Right Eye Sequence
0x00460071; SQ; KeratometryLeftEyeSequence; Keratometry Left Eye Sequence
0x00460074; SQ; SteepKeratometricAxisSequence; Steep Keratometric Axis Sequence
0x00460075; FD; RadiusOfCurvature; Radius of Curvature
0x00460076; FD; KeratometricPower; Keratometric Power
0x00460077; FD; KeratometricAxis; Keratometric Axis
0x00460080; SQ; FlatKeratometricAxisSequence; Flat Keratometric Axis Sequence
0x00460092; CS; BackgroundColor; Background Color
0x00460094; CS; Optotype; Optotype
0x00460095; CS; OptotypePresentation; Optotype Presentation
0x00460097; SQ; SubjectiveRefractionRightEyeSequence; Subjective Refraction Right Eye Sequence
0x00460098; SQ; SubjectiveRefractionLeftEyeSequence; Subjective Refraction Left Eye Sequence
0x00460100; SQ; AddNearSequence; Add Near Sequence
0x00460101; SQ; AddIntermediateSequence; Add Intermediate Sequence
0x00460102; SQ; AddOtherSequence; Add Other Sequence
0x00460104; FD; AddPower; Add Power
0x00460106; FD; ViewingDistance; Viewing Distance
0x00460121; SQ; VisualAcuityTypeCodeSequence; Visual Acuity Type Code Sequence
0x00460122; SQ; VisualAcuityRightEyeSequence; Visual Acuity Right Eye Sequence
0x00460123; SQ; VisualAcuityLeftEyeSequence; Visual Acuity Left Eye Sequence
0x00460124; SQ; VisualAcuityBothEyesOpenSequence; Visual Acuity Both Eyes Open Sequence
0x00460125; CS; ViewingDistanceType; Viewing Distance Type
0x00460135; SS; VisualAcuityModifiers; Visual Acuity Modifiers
0x00460137; FD; DecimalVisualAcuity; Decimal Visual Acuity
0x00460139; LO; OptotypeDetailedDefinition; Optotype Detailed Definition
0x00460145; SQ; ReferencedRefractiveMeasurementsSequence; Referenced Refractive Measurements Sequence
0x00460146; FD; SpherePower; Sphere Power
0x00460147; FD; CylinderPower; Cylinder Power
0x00460201; CS; CornealTopographySurface; Corneal Topography Surface
0x00460202; FL; CornealVertexLocation; Corneal Vertex Location
0x00460203; FL; PupilCentroidXCoordinate; Pupil Centroid X-Coordinate
0x00460204; FL; PupilCentroidYCoordinate; Pupil Centroid Y-Coordinate
0x00460205; FL; EquivalentPupilRadius; Equivalent Pupil Radius
0x00460207; SQ; CornealTopographyMapTypeCodeSequence; Corneal Topography Map Type Code Sequence
0x00460208; IS; VerticesOfTheOutlineOfPupil; Vertices of the Outline of Pupil
0x00460210; SQ; CornealTopographyMappingNormalsSequence; Corneal Topography Mapping Normals Sequence
0x00460211; SQ; MaximumCornealCurvatureSequence; Maximum Corneal Curvature Sequence
0x00460212; FL; MaximumCornealCurvature; Maximum Corneal Curvature
0x00460213; FL; MaximumCornealCurvatureLocation; Maximum Corneal Curvature Location
0x00460215; SQ; MinimumKeratometricSequence; Minimum Keratometric Sequence
0x00460218; SQ; SimulatedKeratometricCylinderSequence; Simulated Keratometric Cylinder Sequence
0x00460220; FL; AverageCornealPower; Average Corneal Power
0x00460224; FL; CornealISValue; Corneal I-S Value
0x00460227; FL; AnalyzedArea; Analyzed Area
0x00460230; FL; SurfaceRegularityIndex; Surface Regularity Index
0x00460232; FL; SurfaceAsymmetryIndex; Surface Asymmetry Index
0x00460234; FL; CornealEccentricityIndex; Corneal Eccentricity Index
0x00460236; FL; KeratoconusPredictionIndex; Keratoconus Prediction Index
0x00460238; FL; DecimalPotentialVisualAcuity; Decimal Potential Visual Acuity
0x00460242; CS; CornealTopographyMapQualityEvaluation; Corneal Topography Map Quality Evaluation
0x00460244; SQ; SourceImageCornealProcessedDataSequence; Source Image Corneal Processed Data Sequence
0x00460247; FL; CornealPointLocation; Corneal Point Location
0x00460248; CS; CornealPointEstimated; Corneal Point Estimated
0x00460249; FL; AxialPower; Axial Power
0x00460250; FL; TangentialPower; Tangential Power
0x00460251; FL; RefractivePower; Refractive Power
0x00460252; FL; RelativeElevation; Relative Elevation
0x00460253; FL; CornealWavefront; Corneal Wavefront
0x00480001; FL; ImagedVolumeWidth; Imaged Volume Width
0x00480002; FL; ImagedVolumeHeight; Imaged Volume Height
0x00480003; FL; ImagedVolumeDepth; Imaged Volume Depth
0x00480006; UL; TotalPixelMatrixColumns; Total Pixel Matrix Columns
0x00480007; UL; TotalPixelMatrixRows; Total Pixel Matrix Rows
0x00480008; SQ; TotalPixelMatrixOriginSequence; Total Pixel Matrix Origin Sequence
0x00480010; CS; SpecimenLabelInImage; Specimen Label in Image
0x00480011; CS; FocusMethod; Focus Method
0x00480012; CS; ExtendedDepthOfField; Extended Depth of Field
0x00480013; US; NumberOfFocalPlanes; Number of Focal Planes
0x00480014; FL; DistanceBetweenFocalPlanes; Distance Between Focal Planes
0x00480015; US; RecommendedAbsentPixelCIELabValue; Recommended Absent Pixel CIELab Value
0x00480100; SQ; IlluminatorTypeCodeSequence; Illuminator Type Code Sequence
0x00480102; DS; ImageOrientationSlide; Image Orientation (Slide)
0x00480105; SQ; OpticalPathSequence; Optical Path Sequence
0x00480106; SH; OpticalPathIdentifier; Optical Path Identifier
0x00480107; ST; OpticalPathDescription; Optical Path Description
0x00480108; SQ; IlluminationColorCodeSequence; Illumination Color Code Sequence
0x00480110; SQ; SpecimenReferenceSequence; Specimen Reference Sequence
0x00480111; DS; CondenserLensPower; Condenser Lens Power
0x00480112; DS; ObjectiveLensPower; Objective Lens Power
0x00480113; DS; ObjectiveLensNumericalAperture; Objective Lens Numerical Aperture
0x00480120; SQ; PaletteColorLookupTableSequence; Palette Color Lookup Table Sequence
0x00480200; SQ; ReferencedImageNavigationSequence; Referenced Image Navigation Sequence
0x00480201; US; TopLeftHandCornerOfLocalizerArea; Top Left Hand Corner of Localizer Area
0x00480202; US; BottomRightHandCornerOfLocalizerArea; Bottom Right Hand Corner of Localizer Area
0x00480207; SQ; OpticalPathIdentificationSequence; Optical Path Identification Sequence
0x0048021A; SQ; PlanePositionSlideSequence; Plane Position (Slide) Sequence
0x0048021E; SL; ColumnPositionInTotalImagePixelMatrix; Column Position In Total Image Pixel Matrix
0x0048021F; SL; RowPositionInTotalImagePixelMatrix; Row Position In Total Image Pixel Matrix
0x00480301; CS; PixelOriginInterpretation; Pixel Origin Interpretation
0x00500004; CS; CalibrationImage; Calibration Image
0x00500010; SQ; DeviceSequence; Device Sequence
0x00500012; SQ; ContainerComponentTypeCodeSequence; Container Component Type Code Sequence
0x00500013; FD; ContainerComponentThickness; Container Component Thickness
0x00500014; DS; DeviceLength; Device Length
0x00500015; FD; ContainerComponentWidth; Container Component Width
0x00500016; DS; DeviceDiameter; Device Diameter
0x00500017; CS; DeviceDiameterUnits; Device Diameter Units
0x00500018; DS; DeviceVolume; Device Volume
0x00500019; DS; InterMarkerDistance; Inter-Marker Distance
0x0050001A; CS; ContainerComponentMaterial; Container Component Material
0x0050001B; LO; ContainerComponentID; Container Component ID
0x0050001C; FD; ContainerComponentLength; Container Component Length
0x0050001D; FD; ContainerComponentDiameter; Container Component Diameter
0x0050001E; LO; ContainerComponentDescription; Container Component Description
0x00500020; LO; DeviceDescription; Device Description
0x00520001; FL; ContrastBolusIngredientPercentByVolume; Contrast/Bolus Ingredient Percent by Volume
0x00520002; FD; OCTFocalDistance; OCT Focal Distance
0x00520003; FD; BeamSpotSize; Beam Spot Size
0x00520004; FD; EffectiveRefractiveIndex; Effective Refractive Index
0x00520006; CS; OCTAcquisitionDomain; OCT Acquisition Domain
0x00520007; FD; OCTOpticalCenterWavelength; OCT Optical Center Wavelength
0x00520008; FD; AxialResolution; Axial Resolution
0x00520009; FD; RangingDepth; Ranging Depth
0x00520011; FD; ALineRate; A-line Rate
0x00520012; US; ALinesPerFrame; A-lines Per Frame
0x00520013; FD; CatheterRotationalRate; Catheter Rotational Rate
0x00520014; FD; ALinePixelSpacing; A-line Pixel Spacing
0x00520016; SQ; ModeOfPercutaneousAccessSequence; Mode of Percutaneous Access Sequence
0x00520025; SQ; IntravascularOCTFrameTypeSequence; Intravascular OCT Frame Type Sequence
0x00520026; CS; OCTZOffsetApplied; OCT Z Offset Applied
0x00520027; SQ; IntravascularFrameContentSequence; Intravascular Frame Content Sequence
0x00520028; FD; IntravascularLongitudinalDistance; Intravascular Longitudinal Distance
0x00520029; SQ; IntravascularOCTFrameContentSequence; Intravascular OCT Frame Content Sequence
0x00520030; SS; OCTZOffsetCorrection; OCT Z Offset Correction
0x00520031; CS; CatheterDirectionOfRotation; Catheter Direction of Rotation
0x00520033; FD; SeamLineLocation; Seam Line Location
0x00520034; FD; FirstALineLocation; First A-line Location
0x00520036; US; SeamLineIndex; Seam Line Index
0x00520038; US; NumberOfPaddedALines; Number of Padded A-lines
0x00520039; CS; InterpolationType; Interpolation Type
0x0052003A; CS; RefractiveIndexApplied; Refractive Index Applied
0x00540010; US; EnergyWindowVector; Energy Window Vector
0x00540011; US; NumberOfEnergyWindows; Number of Energy Windows
0x00540012; SQ; EnergyWindowInformationSequence; Energy Window Information Sequence
0x00540013; SQ; EnergyWindowRangeSequence; Energy Window Range Sequence
0x00540014; DS; EnergyWindowLowerLimit; Energy Window Lower Limit
0x00540015; DS; EnergyWindowUpperLimit; Energy Window Upper Limit
0x00540016; SQ; RadiopharmaceuticalInformationSequence; Radiopharmaceutical Information Sequence
0x00540017; IS; ResidualSyringeCounts; Residual Syringe Counts
0x00540018; SH; EnergyWindowName; Energy Window Name
0x00540020; US; DetectorVector; Detector Vector
0x00540021; US; NumberOfDetectors; Number of Detectors
0x00540022; SQ; DetectorInformationSequence; Detector Information Sequence
0x00540030; US; PhaseVector; Phase Vector
0x00540031; US; NumberOfPhases; Number of Phases
0x00540032; SQ; PhaseInformationSequence; Phase Information Sequence
0x00540033; US; NumberOfFramesInPhase; Number of Frames in Phase
0x00540036; IS; PhaseDelay; Phase Delay
0x00540038; IS; PauseBetweenFrames; Pause Between Frames
0x00540039; CS; PhaseDescription; Phase Description
0x00540050; US; RotationVector; Rotation Vector
0x00540051; US; NumberOfRotations; Number of Rotations
0x00540052; SQ; RotationInformationSequence; Rotation Information Sequence
0x00540053; US; NumberOfFramesInRotation; Number of Frames in Rotation
0x00540060; US; RRIntervalVector; R-R Interval Vector
0x00540061; US; NumberOfRRIntervals; Number of R-R Intervals
0x00540062; SQ; GatedInformationSequence; Gated Information Sequence
0x00540063; SQ; DataInformationSequence; Data Information Sequence
0x00540070; US; TimeSlotVector; Time Slot Vector
0x00540071; US; NumberOfTimeSlots; Number of Time Slots
0x00540072; SQ; TimeSlotInformationSequence; Time Slot Information Sequence
0x00540073; DS; TimeSlotTime; Time Slot Time
0x00540080; US; SliceVector; Slice Vector
0x00540081; US; NumberOfSlices; Number of Slices
0x00540090; US; AngularViewVector; Angular View Vector
0x00540100; US; TimeSliceVector; Time Slice Vector
0x00540101; US; NumberOfTimeSlices; Number of Time Slices
0x00540200; DS; StartAngle; Start Angle
0x00540202; CS; TypeOfDetectorMotion; Type of Detector Motion
0x00540210; IS; TriggerVector; Trigger Vector
0x00540211; US; NumberOfTriggersInPhase; Number of Triggers in Phase
0x00540220; SQ; ViewCodeSequence; View Code Sequence
0x00540222; SQ; ViewModifierCodeSequence; View Modifier Code Sequence
0x00540300; SQ; RadionuclideCodeSequence; Radionuclide Code Sequence
0x00540302; SQ; AdministrationRouteCodeSequence; Administration Route Code Sequence
0x00540304; SQ; RadiopharmaceuticalCodeSequence; Radiopharmaceutical Code Sequence
0x00540306; SQ; CalibrationDataSequence; Calibration Data Sequence
0x00540308; US; EnergyWindowNumber; Energy Window Number
0x00540400; SH; ImageID; Image ID
0x00540410; SQ; PatientOrientationCodeSequence; Patient Orientation Code Sequence
0x00540412; SQ; PatientOrientationModifierCodeSequence; Patient Orientation Modifier Code Sequence
0x00540414; SQ; PatientGantryRelationshipCodeSequence; Patient Gantry Relationship Code Sequence
0x00540500; CS; SliceProgressionDirection; Slice Progression Direction
0x00540501; CS; ScanProgressionDirection; Scan Progression Direction
0x00541000; CS; SeriesType; Series Type
0x00541001; CS; Units; Units
0x00541002; CS; CountsSource; Counts Source
0x00541004; CS; ReprojectionMethod; Reprojection Method
0x00541006; CS; SUVType; SUV Type
0x00541100; CS; RandomsCorrectionMethod; Randoms Correction Method
0x00541101; LO; AttenuationCorrectionMethod; Attenuation Correction Method
0x00541102; CS; DecayCorrection; Decay Correction
0x00541103; LO; ReconstructionMethod; Reconstruction Method
0x00541104; LO; DetectorLinesOfResponseUsed; Detector Lines of Response Used
0x00541105; LO; ScatterCorrectionMethod; Scatter Correction Method
0x00541200; DS; AxialAcceptance; Axial Acceptance
0x00541201; IS; AxialMash; Axial Mash
0x00541202; IS; TransverseMash; Transverse Mash
0x00541203; DS; DetectorElementSize; Detector Element Size
0x00541210; DS; CoincidenceWindowWidth; Coincidence Window Width
0x00541220; CS; SecondaryCountsType; Secondary Counts Type
